"Step","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MIN","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MAX"
"1895","13730.048135986586","13730.048135986586","13730.048135986586"
"1896","13628.74517067","13628.74517067","13628.74517067"
"1897","13665.698398868553","13665.698398868553","13665.698398868553"
"1898","13679.735563442713","13679.735563442713","13679.735563442713"
"1899","13646.932978591576","13646.932978591576","13646.932978591576"
"1900","13847.690247863184","13847.690247863184","13847.690247863184"
"1901","13488.371634947553","13488.371634947553","13488.371634947553"
"1902","13544.299328666462","13544.299328666462","13544.299328666462"
"1903","13550.994234079039","13550.994234079039","13550.994234079039"
"1904","13574.964864436324","13574.964864436324","13574.964864436324"
"1905","13697.93603222468","13697.93603222468","13697.93603222468"
"1906","13614.380834694166","13614.380834694166","13614.380834694166"
"1907","13621.980438539133","13621.980438539133","13621.980438539133"
"1908","13744.987615549182","13744.987615549182","13744.987615549182"
"1909","13813.041591669016","13813.041591669016","13813.041591669016"
"1910","13805.523202777198","13805.523202777198","13805.523202777198"
"1911","13550.887348517594","13550.887348517594","13550.887348517594"
"1912","13818.93029618424","13818.93029618424","13818.93029618424"
"1913","13750.546945108914","13750.546945108914","13750.546945108914"
"1914","13868.930225348959","13868.930225348959","13868.930225348959"
"1915","13550.687833314229","13550.687833314229","13550.687833314229"
"1916","13934.918931896822","13934.918931896822","13934.918931896822"
"1917","13938.431244391728","13938.431244391728","13938.431244391728"
"1918","13965.518820536026","13965.518820536026","13965.518820536026"
"1919","13892.609245960359","13892.609245960359","13892.609245960359"
"1920","13834.472404929555","13834.472404929555","13834.472404929555"
"1921","13698.241846773075","13698.241846773075","13698.241846773075"
"1922","13864.40848290904","13864.40848290904","13864.40848290904"
"1923","13780.813227114559","13780.813227114559","13780.813227114559"
"1924","13559.971509635703","13559.971509635703","13559.971509635703"
"1925","13863.162910350327","13863.162910350327","13863.162910350327"
"1926","13612.856178577522","13612.856178577522","13612.856178577522"
"1927","13459.12889264004","13459.12889264004","13459.12889264004"
"1928","13211.537331208123","13211.537331208123","13211.537331208123"
"1929","13218.36827362282","13218.36827362282","13218.36827362282"
"1930","13769.679531111324","13769.679531111324","13769.679531111324"
"1931","13425.695620439097","13425.695620439097","13425.695620439097"
"1932","13444.158724709843","13444.158724709843","13444.158724709843"
"1933","13634.275770009126","13634.275770009126","13634.275770009126"
"1934","13080.88626648765","13080.88626648765","13080.88626648765"
"1935","13525.276386430114","13525.276386430114","13525.276386430114"
"1936","13756.20623469964","13756.20623469964","13756.20623469964"
"1937","13476.83127108876","13476.83127108876","13476.83127108876"
"1938","13509.542609642018","13509.542609642018","13509.542609642018"
"1939","13616.819555951974","13616.819555951974","13616.819555951974"
"1940","13677.978433533119","13677.978433533119","13677.978433533119"
"1941","13187.401087853732","13187.401087853732","13187.401087853732"
"1942","13668.307782720518","13668.307782720518","13668.307782720518"
"1943","742.1632786045426","742.1632786045426","742.1632786045426"
