"Step","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MIN","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MAX"
"1272","13951.961884920614","13951.961884920614","13951.961884920614"
"1273","13659.215496039486","13659.215496039486","13659.215496039486"
"1274","9495.872479447562","9495.872479447562","9495.872479447562"
"1275","13937.699994807801","13937.699994807801","13937.699994807801"
"1276","13900.76267382154","13900.76267382154","13900.76267382154"
"1277","13989.992370320144","13989.992370320144","13989.992370320144"
"1278","13151.49586059002","13151.49586059002","13151.49586059002"
"1279","13687.517375630936","13687.517375630936","13687.517375630936"
"1280","13979.24620856847","13979.24620856847","13979.24620856847"
"1281","13804.754065656918","13804.754065656918","13804.754065656918"
"1282","13950.209647750466","13950.209647750466","13950.209647750466"
"1283","13715.739676791483","13715.739676791483","13715.739676791483"
"1284","13915.069252430565","13915.069252430565","13915.069252430565"
"1285","13749.783921327375","13749.783921327375","13749.783921327375"
"1286","13847.303315747786","13847.303315747786","13847.303315747786"
"1287","13905.653323001594","13905.653323001594","13905.653323001594"
"1288","13831.08651660065","13831.08651660065","13831.08651660065"
"1289","13960.729677692674","13960.729677692674","13960.729677692674"
"1290","9025.470715329162","9025.470715329162","9025.470715329162"
"1291","13957.38754712076","13957.38754712076","13957.38754712076"
"1292","13922.068118707468","13922.068118707468","13922.068118707468"
"1293","13858.71200441417","13858.71200441417","13858.71200441417"
"1294","9435.092431658217","9435.092431658217","9435.092431658217"
"1295","9389.008027899812","9389.008027899812","9389.008027899812"
"1296","13833.165374416232","13833.165374416232","13833.165374416232"
"1297","9124.835490037849","9124.835490037849","9124.835490037849"
"1298","9504.38295763012","9504.38295763012","9504.38295763012"
"1299","13976.873048673733","13976.873048673733","13976.873048673733"
"1300","13911.824047826376","13911.824047826376","13911.824047826376"
"1301","13840.65443967749","13840.65443967749","13840.65443967749"
"1302","13829.594578886443","13829.594578886443","13829.594578886443"
"1303","13834.784346442388","13834.784346442388","13834.784346442388"
"1304","13805.715500448945","13805.715500448945","13805.715500448945"
"1305","13856.208228617885","13856.208228617885","13856.208228617885"
"1306","13617.790971393966","13617.790971393966","13617.790971393966"
"1307","13800.214944402434","13800.214944402434","13800.214944402434"
"1308","13926.100735597698","13926.100735597698","13926.100735597698"
"1309","13948.201158732496","13948.201158732496","13948.201158732496"
"1310","13806.381187604273","13806.381187604273","13806.381187604273"
"1311","13708.465361524295","13708.465361524295","13708.465361524295"
"1312","13600.355383105982","13600.355383105982","13600.355383105982"
"1313","13656.189833612605","13656.189833612605","13656.189833612605"
"1314","13839.494887349843","13839.494887349843","13839.494887349843"
"1315","13885.939248418488","13885.939248418488","13885.939248418488"
"1316","13779.457370782517","13779.457370782517","13779.457370782517"
"1317","13496.764196064383","13496.764196064383","13496.764196064383"
"1318","13747.84006077477","13747.84006077477","13747.84006077477"
"1319","13832.200112719604","13832.200112719604","13832.200112719604"
"1320","13908.89564902467","13908.89564902467","13908.89564902467"
"1321","13654.156588988742","13654.156588988742","13654.156588988742"
"1322","13692.41915380524","13692.41915380524","13692.41915380524"
"1323","13898.438571615798","13898.438571615798","13898.438571615798"
"1324","13748.610203925933","13748.610203925933","13748.610203925933"
"1325","13865.922863558173","13865.922863558173","13865.922863558173"
"1326","13456.451196103291","13456.451196103291","13456.451196103291"
"1327","13839.487454948823","13839.487454948823","13839.487454948823"
"1328","13848.025110416944","13848.025110416944","13848.025110416944"
"1329","13740.297221367631","13740.297221367631","13740.297221367631"
"1330","13912.259658620673","13912.259658620673","13912.259658620673"
"1331","13775.199948255744","13775.199948255744","13775.199948255744"
"1332","13785.110991048436","13785.110991048436","13785.110991048436"
"1333","13197.29505934987","13197.29505934987","13197.29505934987"
"1334","13869.654276455476","13869.654276455476","13869.654276455476"
"1335","13767.855086478494","13767.855086478494","13767.855086478494"
"1336","13839.955711804492","13839.955711804492","13839.955711804492"
"1337","13916.639813881751","13916.639813881751","13916.639813881751"
"1338","13442.068923859515","13442.068923859515","13442.068923859515"
"1339","13780.068946856763","13780.068946856763","13780.068946856763"
"1340","13831.62844431372","13831.62844431372","13831.62844431372"
"1341","12338.338183162277","12338.338183162277","12338.338183162277"
"1342","13870.863685027265","13870.863685027265","13870.863685027265"
"1343","13839.732728397606","13839.732728397606","13839.732728397606"
"1344","13789.536875653495","13789.536875653495","13789.536875653495"
"1345","13588.765994605581","13588.765994605581","13588.765994605581"
"1346","13920.263226241383","13920.263226241383","13920.263226241383"
"1347","13845.532633153452","13845.532633153452","13845.532633153452"
"1348","13661.329912231782","13661.329912231782","13661.329912231782"
"1349","13759.166187112203","13759.166187112203","13759.166187112203"
"1350","13816.974245114025","13816.974245114025","13816.974245114025"
"1351","13866.116847540965","13866.116847540965","13866.116847540965"
"1352","13586.982009370186","13586.982009370186","13586.982009370186"
"1353","13835.638544009424","13835.638544009424","13835.638544009424"
"1354","13787.884212993134","13787.884212993134","13787.884212993134"
"1355","13694.17271900215","13694.17271900215","13694.17271900215"
"1356","13809.569979470367","13809.569979470367","13809.569979470367"
"1357","13878.685137253","13878.685137253","13878.685137253"
"1358","13881.241907125865","13881.241907125865","13881.241907125865"
"1359","13276.170548314656","13276.170548314656","13276.170548314656"
"1360","13876.749496647639","13876.749496647639","13876.749496647639"
"1361","13713.63027941535","13713.63027941535","13713.63027941535"
"1362","13670.664332503644","13670.664332503644","13670.664332503644"
"1363","13893.635392000828","13893.635392000828","13893.635392000828"
"1364","13596.372888509948","13596.372888509948","13596.372888509948"
"1365","13775.649136837019","13775.649136837019","13775.649136837019"
"1366","13863.796856439478","13863.796856439478","13863.796856439478"
"1367","13843.546734010097","13843.546734010097","13843.546734010097"
"1368","13877.422051860058","13877.422051860058","13877.422051860058"
"1369","13758.505045090547","13758.505045090547","13758.505045090547"
"1370","13695.890338504187","13695.890338504187","13695.890338504187"
"1371","13859.598975339191","13859.598975339191","13859.598975339191"
"1372","13712.64514309523","13712.64514309523","13712.64514309523"
"1373","13908.520302438408","13908.520302438408","13908.520302438408"
"1374","13809.925202903483","13809.925202903483","13809.925202903483"
"1375","13751.801716400149","13751.801716400149","13751.801716400149"
"1376","13534.36888027323","13534.36888027323","13534.36888027323"
"1377","13881.331635456327","13881.331635456327","13881.331635456327"
"1378","13888.678337485057","13888.678337485057","13888.678337485057"
"1379","13766.509132868925","13766.509132868925","13766.509132868925"
"1380","13670.570054910806","13670.570054910806","13670.570054910806"
"1381","13730.150551154924","13730.150551154924","13730.150551154924"
"1382","13771.460302140766","13771.460302140766","13771.460302140766"
"1383","13752.220024388096","13752.220024388096","13752.220024388096"
"1384","13889.906039487088","13889.906039487088","13889.906039487088"
"1385","13699.356000969647","13699.356000969647","13699.356000969647"
"1386","13153.516423645475","13153.516423645475","13153.516423645475"
"1387","13581.747392332078","13581.747392332078","13581.747392332078"
"1388","13673.631114778194","13673.631114778194","13673.631114778194"
"1389","13744.701703033244","13744.701703033244","13744.701703033244"
"1390","13603.119385305354","13603.119385305354","13603.119385305354"
"1391","13844.364825697745","13844.364825697745","13844.364825697745"
"1392","13714.542568891222","13714.542568891222","13714.542568891222"
"1393","13707.619502947398","13707.619502947398","13707.619502947398"
"1394","13832.571351275912","13832.571351275912","13832.571351275912"
"1395","13881.047499722592","13881.047499722592","13881.047499722592"
"1396","13084.413017693796","13084.413017693796","13084.413017693796"
"1397","13914.310400013821","13914.310400013821","13914.310400013821"
"1398","13914.160142025945","13914.160142025945","13914.160142025945"
"1399","13756.918563440056","13756.918563440056","13756.918563440056"
"1400","13701.77426620246","13701.77426620246","13701.77426620246"
"1401","13553.638407001452","13553.638407001452","13553.638407001452"
"1402","13658.00651794502","13658.00651794502","13658.00651794502"
"1403","13772.174211581114","13772.174211581114","13772.174211581114"
"1404","13864.781452364403","13864.781452364403","13864.781452364403"
"1405","13837.109496560564","13837.109496560564","13837.109496560564"
"1406","13759.401275143668","13759.401275143668","13759.401275143668"
"1407","13688.178983465701","13688.178983465701","13688.178983465701"
"1408","13861.701326204302","13861.701326204302","13861.701326204302"
"1409","13881.05497682972","13881.05497682972","13881.05497682972"
"1410","13904.44534275771","13904.44534275771","13904.44534275771"
"1411","13874.201850984447","13874.201850984447","13874.201850984447"
"1412","13255.649138762035","13255.649138762035","13255.649138762035"
"1413","13853.86920815691","13853.86920815691","13853.86920815691"
"1414","13909.789055390205","13909.789055390205","13909.789055390205"
"1415","13727.985527173041","13727.985527173041","13727.985527173041"
"1416","13961.599498960592","13961.599498960592","13961.599498960592"
"1417","13556.661582748346","13556.661582748346","13556.661582748346"
"1418","13907.889765776832","13907.889765776832","13907.889765776832"
"1419","13840.8179819214","13840.8179819214","13840.8179819214"
"1420","13624.904514440554","13624.904514440554","13624.904514440554"
"1421","13803.482219244033","13803.482219244033","13803.482219244033"
"1422","13831.947681883177","13831.947681883177","13831.947681883177"
"1423","13558.002479076218","13558.002479076218","13558.002479076218"
"1424","13811.094609130183","13811.094609130183","13811.094609130183"
"1425","13971.15954242342","13971.15954242342","13971.15954242342"
"1426","13711.81336042018","13711.81336042018","13711.81336042018"
"1427","13848.322779616532","13848.322779616532","13848.322779616532"
"1428","13684.377428305159","13684.377428305159","13684.377428305159"
"1429","13701.322597624661","13701.322597624661","13701.322597624661"
"1430","13420.200120298403","13420.200120298403","13420.200120298403"
"1431","13792.983656501245","13792.983656501245","13792.983656501245"
"1432","13876.996092656176","13876.996092656176","13876.996092656176"
"1433","13580.816897890136","13580.816897890136","13580.816897890136"
"1434","13716.659548001488","13716.659548001488","13716.659548001488"
"1435","13657.99204046231","13657.99204046231","13657.99204046231"
"1436","13821.91730600896","13821.91730600896","13821.91730600896"
"1437","13812.353052220955","13812.353052220955","13812.353052220955"
"1438","13516.699453872929","13516.699453872929","13516.699453872929"
"1439","13732.579701525943","13732.579701525943","13732.579701525943"
"1440","13771.210083360007","13771.210083360007","13771.210083360007"
