"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MAX"
"688","","","","","","","","","","","","","269694","269694","269694","868.3369140625","868.3369140625","868.3369140625","269694","269694","269694","973.048828125","973.048828125","973.048828125","","","","","","","269694","269694","269694","592.771484375","592.771484375","592.771484375"
"689","","","","","","","","","","","","","270086","270086","270086","801.326171875","801.326171875","801.326171875","270086","270086","270086","892.8203125","892.8203125","892.8203125","","","","","","","270086","270086","270086","550.4873046875","550.4873046875","550.4873046875"
"690","","","","","","","","","","","","","270478","270478","270478","785.4462890625","785.4462890625","785.4462890625","270478","270478","270478","884.673828125","884.673828125","884.673828125","","","","","","","270478","270478","270478","546.7578125","546.7578125","546.7578125"
"691","","","","","","","","","","","","","270870","270870","270870","816.822265625","816.822265625","816.822265625","270870","270870","270870","894.7861328125","894.7861328125","894.7861328125","","","","","","","270870","270870","270870","541.650390625","541.650390625","541.650390625"
"692","","","","","","","","","","","","","271262","271262","271262","820.005859375","820.005859375","820.005859375","271262","271262","271262","958.412109375","958.412109375","958.412109375","","","","","","","271262","271262","271262","586.314453125","586.314453125","586.314453125"
"693","","","","","","","","","","","","","271654","271654","271654","810.126953125","810.126953125","810.126953125","271654","271654","271654","916.2646484375","916.2646484375","916.2646484375","","","","","","","271654","271654","271654","545.2333984375","545.2333984375","545.2333984375"
"694","","","","","","","","","","","","","272046","272046","272046","838.9970703125","838.9970703125","838.9970703125","272046","272046","272046","966.50390625","966.50390625","966.50390625","","","","","","","272046","272046","272046","570.4365234375","570.4365234375","570.4365234375"
"695","","","","","","","","","","","","","272438","272438","272438","787.888671875","787.888671875","787.888671875","272438","272438","272438","886.916015625","886.916015625","886.916015625","","","","","","","272438","272438","272438","547.068359375","547.068359375","547.068359375"
"696","","","","","","","","","","","","","272830","272830","272830","860.41796875","860.41796875","860.41796875","272830","272830","272830","1010.0751953125","1010.0751953125","1010.0751953125","","","","","","","272830","272830","272830","588.63671875","588.63671875","588.63671875"
"697","","","","","","","","","","","","","273222","273222","273222","800.876953125","800.876953125","800.876953125","273222","273222","273222","932.4658203125","932.4658203125","932.4658203125","","","","","","","273222","273222","273222","558.2333984375","558.2333984375","558.2333984375"
"698","","","","","","","","","","","","","273614","273614","273614","820.5","820.5","820.5","273614","273614","273614","947.341796875","947.341796875","947.341796875","","","","","","","273614","273614","273614","564.5439453125","564.5439453125","564.5439453125"
"699","","","","","","","","","","","","","274006","274006","274006","808.2021484375","808.2021484375","808.2021484375","274006","274006","274006","925.6845703125","925.6845703125","925.6845703125","","","","","","","274006","274006","274006","569.7958984375","569.7958984375","569.7958984375"
"700","","","","","","","","","","","","","274398","274398","274398","817.5546875","817.5546875","817.5546875","274398","274398","274398","924.14453125","924.14453125","924.14453125","","","","","","","274398","274398","274398","560.19140625","560.19140625","560.19140625"
"701","","","","","","","","","","","","","274790","274790","274790","840.712890625","840.712890625","840.712890625","274790","274790","274790","977.875","977.875","977.875","","","","","","","274790","274790","274790","586.15234375","586.15234375","586.15234375"
"702","","","","","","","","","","","","","275182","275182","275182","807.982421875","807.982421875","807.982421875","275182","275182","275182","937.4462890625","937.4462890625","937.4462890625","","","","","","","275182","275182","275182","552.6240234375","552.6240234375","552.6240234375"
"703","","","","","","","","","","","","","275574","275574","275574","816.505859375","816.505859375","816.505859375","275574","275574","275574","942.4931640625","942.4931640625","942.4931640625","","","","","","","275574","275574","275574","569.7646484375","569.7646484375","569.7646484375"
"704","","","","","","","","","","","","","275966","275966","275966","798.2275390625","798.2275390625","798.2275390625","275966","275966","275966","932.2421875","932.2421875","932.2421875","","","","","","","275966","275966","275966","544.4814453125","544.4814453125","544.4814453125"
"705","","","","","","","","","","","","","276358","276358","276358","836.8349609375","836.8349609375","836.8349609375","276358","276358","276358","956.0703125","956.0703125","956.0703125","","","","","","","276358","276358","276358","557.9150390625","557.9150390625","557.9150390625"
"706","","","","","","","","","","","","","276750","276750","276750","837.03515625","837.03515625","837.03515625","276750","276750","276750","962.6875","962.6875","962.6875","","","","","","","276750","276750","276750","569.7099609375","569.7099609375","569.7099609375"
"707","","","","","","","","","","","","","277142","277142","277142","779.4638671875","779.4638671875","779.4638671875","277142","277142","277142","909.0751953125","909.0751953125","909.0751953125","","","","","","","277142","277142","277142","548.80078125","548.80078125","548.80078125"
"708","","","","","","","","","","","","","277534","277534","277534","843.0478515625","843.0478515625","843.0478515625","277534","277534","277534","980.2041015625","980.2041015625","980.2041015625","","","","","","","277534","277534","277534","592.259765625","592.259765625","592.259765625"
"709","","","","","","","","","","","","","277926","277926","277926","771.271484375","771.271484375","771.271484375","277926","277926","277926","871.0146484375","871.0146484375","871.0146484375","","","","","","","277926","277926","277926","520.7431640625","520.7431640625","520.7431640625"
"710","","","","","","","","","","","","","278318","278318","278318","808.87890625","808.87890625","808.87890625","278318","278318","278318","931.0634765625","931.0634765625","931.0634765625","","","","","","","278318","278318","278318","560.33203125","560.33203125","560.33203125"
"711","","","","","","","","","","","","","278710","278710","278710","737.185546875","737.185546875","737.185546875","278710","278710","278710","830.6298828125","830.6298828125","830.6298828125","","","","","","","278710","278710","278710","503.24609375","503.24609375","503.24609375"
"712","","","","","","","","","","","","","279102","279102","279102","785.6865234375","785.6865234375","785.6865234375","279102","279102","279102","892.623046875","892.623046875","892.623046875","","","","","","","279102","279102","279102","534.8994140625","534.8994140625","534.8994140625"
"713","","","","","","","","","","","","","279494","279494","279494","786.875","786.875","786.875","279494","279494","279494","888.7724609375","888.7724609375","888.7724609375","","","","","","","279494","279494","279494","534.0615234375","534.0615234375","534.0615234375"
"714","","","","","","","","","","","","","279886","279886","279886","794.6103515625","794.6103515625","794.6103515625","279886","279886","279886","921.3046875","921.3046875","921.3046875","","","","","","","279886","279886","279886","541.81640625","541.81640625","541.81640625"
"715","","","","","","","","","","","","","280278","280278","280278","780.7939453125","780.7939453125","780.7939453125","280278","280278","280278","896.4189453125","896.4189453125","896.4189453125","","","","","","","280278","280278","280278","542.5244140625","542.5244140625","542.5244140625"
"716","","","","","","","","","","","","","280670","280670","280670","760.3984375","760.3984375","760.3984375","280670","280670","280670","850.8466796875","850.8466796875","850.8466796875","","","","","","","280670","280670","280670","554.8095703125","554.8095703125","554.8095703125"
"717","","","","","","","","","","","","","281062","281062","281062","786.900390625","786.900390625","786.900390625","281062","281062","281062","898.60546875","898.60546875","898.60546875","","","","","","","281062","281062","281062","544.3154296875","544.3154296875","544.3154296875"
"718","","","","","","","","","","","","","281454","281454","281454","827.25390625","827.25390625","827.25390625","281454","281454","281454","964.4716796875","964.4716796875","964.4716796875","","","","","","","281454","281454","281454","576.369140625","576.369140625","576.369140625"
"719","","","","","","","","","","","","","281846","281846","281846","767.51171875","767.51171875","767.51171875","281846","281846","281846","882.4921875","882.4921875","882.4921875","","","","","","","281846","281846","281846","538.431640625","538.431640625","538.431640625"
"720","","","","","","","","","","","","","282238","282238","282238","772.8623046875","772.8623046875","772.8623046875","282238","282238","282238","911.5009765625","911.5009765625","911.5009765625","","","","","","","282238","282238","282238","552.4794921875","552.4794921875","552.4794921875"
"721","","","","","","","","","","","","","282630","282630","282630","779.4736328125","779.4736328125","779.4736328125","282630","282630","282630","916.68359375","916.68359375","916.68359375","","","","","","","282630","282630","282630","545.697265625","545.697265625","545.697265625"
"722","","","","","","","","","","","","","283022","283022","283022","844.5927734375","844.5927734375","844.5927734375","283022","283022","283022","991.796875","991.796875","991.796875","","","","","","","283022","283022","283022","589.443359375","589.443359375","589.443359375"
"723","","","","","","","","","","","","","283414","283414","283414","812.7578125","812.7578125","812.7578125","283414","283414","283414","950.484375","950.484375","950.484375","","","","","","","283414","283414","283414","564.2822265625","564.2822265625","564.2822265625"
"724","","","","","","","","","","","","","283806","283806","283806","794.2421875","794.2421875","794.2421875","283806","283806","283806","917.9091796875","917.9091796875","917.9091796875","","","","","","","283806","283806","283806","548.3134765625","548.3134765625","548.3134765625"
"725","","","","","","","","","","","","","284198","284198","284198","755.13671875","755.13671875","755.13671875","284198","284198","284198","861.69921875","861.69921875","861.69921875","","","","","","","284198","284198","284198","540.9384765625","540.9384765625","540.9384765625"
"726","","","","","","","","","","","","","284590","284590","284590","790.8662109375","790.8662109375","790.8662109375","284590","284590","284590","891.7666015625","891.7666015625","891.7666015625","","","","","","","284590","284590","284590","555.2734375","555.2734375","555.2734375"
"727","","","","","","","","","","","","","284982","284982","284982","789.6416015625","789.6416015625","789.6416015625","284982","284982","284982","915.7529296875","915.7529296875","915.7529296875","","","","","","","284982","284982","284982","552.134765625","552.134765625","552.134765625"
"728","","","","","","","","","","","","","285374","285374","285374","802.5908203125","802.5908203125","802.5908203125","285374","285374","285374","925.640625","925.640625","925.640625","","","","","","","285374","285374","285374","548.462890625","548.462890625","548.462890625"
"729","","","","","","","","","","","","","285766","285766","285766","745.5771484375","745.5771484375","745.5771484375","285766","285766","285766","853.623046875","853.623046875","853.623046875","","","","","","","285766","285766","285766","516.501953125","516.501953125","516.501953125"
"730","","","","","","","","","","","","","286158","286158","286158","801.6162109375","801.6162109375","801.6162109375","286158","286158","286158","918.4853515625","918.4853515625","918.4853515625","","","","","","","286158","286158","286158","556.47265625","556.47265625","556.47265625"
"731","","","","","","","","","","","","","286550","286550","286550","778.931640625","778.931640625","778.931640625","286550","286550","286550","899.1357421875","899.1357421875","899.1357421875","","","","","","","286550","286550","286550","533.9091796875","533.9091796875","533.9091796875"
"732","","","","","","","","","","","","","286942","286942","286942","800.7470703125","800.7470703125","800.7470703125","286942","286942","286942","931.0205078125","931.0205078125","931.0205078125","","","","","","","286942","286942","286942","573.5751953125","573.5751953125","573.5751953125"
"733","","","","","","","","","","","","","287334","287334","287334","844.158203125","844.158203125","844.158203125","287334","287334","287334","1008.9580078125","1008.9580078125","1008.9580078125","","","","","","","287334","287334","287334","589.7099609375","589.7099609375","589.7099609375"
"734","","","","","","","","","","","","","287726","287726","287726","802.2236328125","802.2236328125","802.2236328125","287726","287726","287726","927.349609375","927.349609375","927.349609375","","","","","","","287726","287726","287726","564.0966796875","564.0966796875","564.0966796875"
"735","","","","","","","","","","","","","288118","288118","288118","799.9296875","799.9296875","799.9296875","288118","288118","288118","921.55078125","921.55078125","921.55078125","","","","","","","288118","288118","288118","545.181640625","545.181640625","545.181640625"
"736","","","","","","","","","","","","","288510","288510","288510","802.3056640625","802.3056640625","802.3056640625","288510","288510","288510","931.533203125","931.533203125","931.533203125","","","","","","","288510","288510","288510","563.126953125","563.126953125","563.126953125"
"737","","","","","","","","","","","","","288902","288902","288902","811.65625","811.65625","811.65625","288902","288902","288902","924.2001953125","924.2001953125","924.2001953125","","","","","","","288902","288902","288902","560.75","560.75","560.75"
"738","","","","","","","","","","","","","289294","289294","289294","769.8544921875","769.8544921875","769.8544921875","289294","289294","289294","882.275390625","882.275390625","882.275390625","","","","","","","289294","289294","289294","533.9169921875","533.9169921875","533.9169921875"
"739","","","","","","","","","","","","","289686","289686","289686","803.39453125","803.39453125","803.39453125","289686","289686","289686","922.3271484375","922.3271484375","922.3271484375","","","","","","","289686","289686","289686","554.6220703125","554.6220703125","554.6220703125"
"740","","","","","","","","","","","","","290078","290078","290078","813.203125","813.203125","813.203125","290078","290078","290078","942.7099609375","942.7099609375","942.7099609375","","","","","","","290078","290078","290078","573.873046875","573.873046875","573.873046875"
"741","","","","","","","","","","","","","290470","290470","290470","781.505859375","781.505859375","781.505859375","290470","290470","290470","904.220703125","904.220703125","904.220703125","","","","","","","290470","290470","290470","531.677734375","531.677734375","531.677734375"
"742","","","","","","","","","","","","","290862","290862","290862","787.14453125","787.14453125","787.14453125","290862","290862","290862","906.7333984375","906.7333984375","906.7333984375","","","","","","","290862","290862","290862","538.486328125","538.486328125","538.486328125"
"743","","","","","","","","","","","","","291254","291254","291254","764.1240234375","764.1240234375","764.1240234375","291254","291254","291254","898.73828125","898.73828125","898.73828125","","","","","","","291254","291254","291254","537.080078125","537.080078125","537.080078125"
"744","","","","","","","","","","","","","291646","291646","291646","789.240234375","789.240234375","789.240234375","291646","291646","291646","912.625","912.625","912.625","","","","","","","291646","291646","291646","538.2646484375","538.2646484375","538.2646484375"
"745","","","","","","","","","","","","","292038","292038","292038","781.13671875","781.13671875","781.13671875","292038","292038","292038","920.3955078125","920.3955078125","920.3955078125","","","","","","","292038","292038","292038","559.7265625","559.7265625","559.7265625"
"746","","","","","","","","","","","","","292430","292430","292430","761.3212890625","761.3212890625","761.3212890625","292430","292430","292430","885.1005859375","885.1005859375","885.1005859375","","","","","","","292430","292430","292430","532.783203125","532.783203125","532.783203125"
"747","","","","","","","","","","","","","292822","292822","292822","795.251953125","795.251953125","795.251953125","292822","292822","292822","944.4404296875","944.4404296875","944.4404296875","","","","","","","292822","292822","292822","550.2080078125","550.2080078125","550.2080078125"
"748","","","","","","","","","","","","","293214","293214","293214","792.4912109375","792.4912109375","792.4912109375","293214","293214","293214","906.8671875","906.8671875","906.8671875","","","","","","","293214","293214","293214","562.591796875","562.591796875","562.591796875"
"749","","","","","","","","","","","","","293606","293606","293606","828.404296875","828.404296875","828.404296875","293606","293606","293606","983.0654296875","983.0654296875","983.0654296875","","","","","","","293606","293606","293606","580.8203125","580.8203125","580.8203125"
"750","","","","","","","","","","","","","293998","293998","293998","797.70703125","797.70703125","797.70703125","293998","293998","293998","935.841796875","935.841796875","935.841796875","","","","","","","293998","293998","293998","548.7509765625","548.7509765625","548.7509765625"
"751","","","","","","","","","","","","","294390","294390","294390","824.91796875","824.91796875","824.91796875","294390","294390","294390","954.61328125","954.61328125","954.61328125","","","","","","","294390","294390","294390","574.1240234375","574.1240234375","574.1240234375"
"752","","","","","","","","","","","","","294782","294782","294782","773.3154296875","773.3154296875","773.3154296875","294782","294782","294782","887.896484375","887.896484375","887.896484375","","","","","","","294782","294782","294782","544.6259765625","544.6259765625","544.6259765625"
"753","","","","","","","","","","","","","295174","295174","295174","786.63671875","786.63671875","786.63671875","295174","295174","295174","892.6591796875","892.6591796875","892.6591796875","","","","","","","295174","295174","295174","538.3837890625","538.3837890625","538.3837890625"
"754","","","","","","","","","","","","","295566","295566","295566","789.2626953125","789.2626953125","789.2626953125","295566","295566","295566","930.35546875","930.35546875","930.35546875","","","","","","","295566","295566","295566","547.14453125","547.14453125","547.14453125"
"755","","","","","","","","","","","","","295958","295958","295958","785.619140625","785.619140625","785.619140625","295958","295958","295958","891.212890625","891.212890625","891.212890625","","","","","","","295958","295958","295958","541.9150390625","541.9150390625","541.9150390625"
"756","","","","","","","","","","","","","296350","296350","296350","815.453125","815.453125","815.453125","296350","296350","296350","956.1689453125","956.1689453125","956.1689453125","","","","","","","296350","296350","296350","585.7158203125","585.7158203125","585.7158203125"
"757","","","","","","","","","","","","","296742","296742","296742","768.994140625","768.994140625","768.994140625","296742","296742","296742","894.779296875","894.779296875","894.779296875","","","","","","","296742","296742","296742","546.1455078125","546.1455078125","546.1455078125"
"758","","","","","","","","","","","","","297134","297134","297134","812.9267578125","812.9267578125","812.9267578125","297134","297134","297134","956.9248046875","956.9248046875","956.9248046875","","","","","","","297134","297134","297134","579.0244140625","579.0244140625","579.0244140625"
"759","","","","","","","","","","","","","297526","297526","297526","778.8154296875","778.8154296875","778.8154296875","297526","297526","297526","904.978515625","904.978515625","904.978515625","","","","","","","297526","297526","297526","536.755859375","536.755859375","536.755859375"
"760","","","","","","","","","","","","","297918","297918","297918","750.1083984375","750.1083984375","750.1083984375","297918","297918","297918","870.1591796875","870.1591796875","870.1591796875","","","","","","","297918","297918","297918","535.7919921875","535.7919921875","535.7919921875"
"761","","","","","","","","","","","","","298310","298310","298310","767.6845703125","767.6845703125","767.6845703125","298310","298310","298310","884.7646484375","884.7646484375","884.7646484375","","","","","","","298310","298310","298310","550.189453125","550.189453125","550.189453125"
"762","","","","","","","","","","","","","298702","298702","298702","788.580078125","788.580078125","788.580078125","298702","298702","298702","903.720703125","903.720703125","903.720703125","","","","","","","298702","298702","298702","566.5498046875","566.5498046875","566.5498046875"
"763","","","","","","","","","","","","","299094","299094","299094","838.166015625","838.166015625","838.166015625","299094","299094","299094","960.91015625","960.91015625","960.91015625","","","","","","","299094","299094","299094","581.939453125","581.939453125","581.939453125"
"764","","","","","","","","","","","","","299486","299486","299486","788.08984375","788.08984375","788.08984375","299486","299486","299486","909.73046875","909.73046875","909.73046875","","","","","","","299486","299486","299486","554.5263671875","554.5263671875","554.5263671875"
"765","","","","","","","","","","","","","299878","299878","299878","796.1591796875","796.1591796875","796.1591796875","299878","299878","299878","909.060546875","909.060546875","909.060546875","","","","","","","299878","299878","299878","560.2919921875","560.2919921875","560.2919921875"
"766","","","","","","","","","","","","","300270","300270","300270","753.0703125","753.0703125","753.0703125","300270","300270","300270","883.8115234375","883.8115234375","883.8115234375","","","","","","","300270","300270","300270","530.2724609375","530.2724609375","530.2724609375"
"767","","","","","","","","","","","","","300662","300662","300662","795.7978515625","795.7978515625","795.7978515625","300662","300662","300662","896.369140625","896.369140625","896.369140625","","","","","","","300662","300662","300662","537.333984375","537.333984375","537.333984375"
"768","","","","","","","","","","","","","301054","301054","301054","817.8642578125","817.8642578125","817.8642578125","301054","301054","301054","946.515625","946.515625","946.515625","","","","","","","301054","301054","301054","579.0234375","579.0234375","579.0234375"
"769","","","","","","","","","","","","","301446","301446","301446","768.509765625","768.509765625","768.509765625","301446","301446","301446","855.6162109375","855.6162109375","855.6162109375","","","","","","","301446","301446","301446","529.5361328125","529.5361328125","529.5361328125"
"770","","","","","","","","","","","","","301838","301838","301838","802.3349609375","802.3349609375","802.3349609375","301838","301838","301838","947.275390625","947.275390625","947.275390625","","","","","","","301838","301838","301838","561.0126953125","561.0126953125","561.0126953125"
"771","","","","","","","","","","","","","302230","302230","302230","787.01171875","787.01171875","787.01171875","302230","302230","302230","928.2724609375","928.2724609375","928.2724609375","","","","","","","302230","302230","302230","544.4736328125","544.4736328125","544.4736328125"
"772","","","","","","","","","","","","","302622","302622","302622","752.39453125","752.39453125","752.39453125","302622","302622","302622","852.4287109375","852.4287109375","852.4287109375","","","","","","","302622","302622","302622","537.8818359375","537.8818359375","537.8818359375"
"773","","","","","","","","","","","","","303014","303014","303014","823.5830078125","823.5830078125","823.5830078125","303014","303014","303014","963.392578125","963.392578125","963.392578125","","","","","","","303014","303014","303014","578.2470703125","578.2470703125","578.2470703125"
"774","","","","","","","","","","","","","303406","303406","303406","760.1982421875","760.1982421875","760.1982421875","303406","303406","303406","884.5947265625","884.5947265625","884.5947265625","","","","","","","303406","303406","303406","540.392578125","540.392578125","540.392578125"
"775","","","","","","","","","","","","","303798","303798","303798","812.6787109375","812.6787109375","812.6787109375","303798","303798","303798","956.1787109375","956.1787109375","956.1787109375","","","","","","","303798","303798","303798","579.5478515625","579.5478515625","579.5478515625"
"776","","","","","","","","","","","","","304190","304190","304190","811.6123046875","811.6123046875","811.6123046875","304190","304190","304190","945.2470703125","945.2470703125","945.2470703125","","","","","","","304190","304190","304190","570.697265625","570.697265625","570.697265625"
"777","","","","","","","","","","","","","304582","304582","304582","775.4072265625","775.4072265625","775.4072265625","304582","304582","304582","894.072265625","894.072265625","894.072265625","","","","","","","304582","304582","304582","543.8779296875","543.8779296875","543.8779296875"
"778","","","","","","","","","","","","","304974","304974","304974","762.6494140625","762.6494140625","762.6494140625","","","","","","","","","","","","","304974","304974","304974","536.3515625","536.3515625","536.3515625"
"779","","","","","","","","","","","","","305366","305366","305366","779.587890625","779.587890625","779.587890625","","","","","","","","","","","","","305366","305366","305366","560.5","560.5","560.5"
"780","","","","","","","","","","","","","305758","305758","305758","814.8759765625","814.8759765625","814.8759765625","","","","","","","","","","","","","305758","305758","305758","539.6533203125","539.6533203125","539.6533203125"
"781","","","","","","","","","","","","","306150","306150","306150","789.1015625","789.1015625","789.1015625","","","","","","","","","","","","","306150","306150","306150","558.39453125","558.39453125","558.39453125"
"782","","","","","","","","","","","","","306542","306542","306542","829.65625","829.65625","829.65625","","","","","","","","","","","","","306542","306542","306542","585.0791015625","585.0791015625","585.0791015625"
"783","","","","","","","","","","","","","306934","306934","306934","802.845703125","802.845703125","802.845703125","","","","","","","","","","","","","306934","306934","306934","563.16015625","563.16015625","563.16015625"
"784","","","","","","","","","","","","","307326","307326","307326","799.8212890625","799.8212890625","799.8212890625","","","","","","","","","","","","","307326","307326","307326","567.2841796875","567.2841796875","567.2841796875"
"785","","","","","","","","","","","","","307718","307718","307718","786.3115234375","786.3115234375","786.3115234375","","","","","","","","","","","","","307718","307718","307718","553.8046875","553.8046875","553.8046875"
"786","","","","","","","","","","","","","308110","308110","308110","758.013671875","758.013671875","758.013671875","","","","","","","","","","","","","308110","308110","308110","556.240234375","556.240234375","556.240234375"
"787","","","","","","","","","","","","","308502","308502","308502","793.716796875","793.716796875","793.716796875","","","","","","","","","","","","","308502","308502","308502","560.32421875","560.32421875","560.32421875"
"788","","","","","","","","","","","","","308894","308894","308894","816.2490234375","816.2490234375","816.2490234375","","","","","","","","","","","","","308894","308894","308894","568.357421875","568.357421875","568.357421875"
"789","","","","","","","","","","","","","309286","309286","309286","812.2802734375","812.2802734375","812.2802734375","","","","","","","","","","","","","309286","309286","309286","563.927734375","563.927734375","563.927734375"
"790","","","","","","","","","","","","","309678","309678","309678","782.7353515625","782.7353515625","782.7353515625","","","","","","","","","","","","","309678","309678","309678","567.5263671875","567.5263671875","567.5263671875"
"791","","","","","","","","","","","","","310070","310070","310070","762.3232421875","762.3232421875","762.3232421875","","","","","","","","","","","","","310070","310070","310070","547.1201171875","547.1201171875","547.1201171875"
"792","","","","","","","","","","","","","310462","310462","310462","775.994140625","775.994140625","775.994140625","","","","","","","","","","","","","310462","310462","310462","562.4833984375","562.4833984375","562.4833984375"
"793","","","","","","","","","","","","","310854","310854","310854","776.017578125","776.017578125","776.017578125","","","","","","","","","","","","","310854","310854","310854","552.083984375","552.083984375","552.083984375"
"794","","","","","","","","","","","","","311246","311246","311246","805.6142578125","805.6142578125","805.6142578125","","","","","","","","","","","","","311246","311246","311246","569.7392578125","569.7392578125","569.7392578125"
"795","","","","","","","","","","","","","311638","311638","311638","781.25390625","781.25390625","781.25390625","","","","","","","","","","","","","311638","311638","311638","551.4140625","551.4140625","551.4140625"
"796","","","","","","","","","","","","","312030","312030","312030","827.0283203125","827.0283203125","827.0283203125","","","","","","","","","","","","","312030","312030","312030","583.1328125","583.1328125","583.1328125"
"797","","","","","","","","","","","","","312422","312422","312422","773.5244140625","773.5244140625","773.5244140625","","","","","","","","","","","","","312422","312422","312422","551.533203125","551.533203125","551.533203125"
"798","","","","","","","","","","","","","312814","312814","312814","817.08984375","817.08984375","817.08984375","","","","","","","","","","","","","312814","312814","312814","572.9677734375","572.9677734375","572.9677734375"
"799","","","","","","","","","","","","","313206","313206","313206","771.61328125","771.61328125","771.61328125","","","","","","","","","","","","","313206","313206","313206","538.169921875","538.169921875","538.169921875"
"800","","","","","","","","","","","","","313598","313598","313598","805.3740234375","805.3740234375","805.3740234375","","","","","","","","","","","","","313598","313598","313598","560.82421875","560.82421875","560.82421875"
"801","","","","","","","","","","","","","313990","313990","313990","796.7470703125","796.7470703125","796.7470703125","","","","","","","","","","","","","313990","313990","313990","573.2958984375","573.2958984375","573.2958984375"
"802","","","","","","","","","","","","","314382","314382","314382","832.919921875","832.919921875","832.919921875","","","","","","","","","","","","","314382","314382","314382","587.8779296875","587.8779296875","587.8779296875"
"803","","","","","","","","","","","","","314774","314774","314774","777.3271484375","777.3271484375","777.3271484375","","","","","","","","","","","","","314774","314774","314774","557.4345703125","557.4345703125","557.4345703125"
"804","","","","","","","","","","","","","315166","315166","315166","794.66015625","794.66015625","794.66015625","","","","","","","","","","","","","315166","315166","315166","565.1865234375","565.1865234375","565.1865234375"
"805","","","","","","","","","","","","","315558","315558","315558","756.458984375","756.458984375","756.458984375","","","","","","","","","","","","","315558","315558","315558","523.3056640625","523.3056640625","523.3056640625"
"806","","","","","","","","","","","","","315950","315950","315950","815.466796875","815.466796875","815.466796875","","","","","","","","","","","","","315950","315950","315950","585.1572265625","585.1572265625","585.1572265625"
"807","","","","","","","","","","","","","316342","316342","316342","773.349609375","773.349609375","773.349609375","","","","","","","","","","","","","316342","316342","316342","541.1962890625","541.1962890625","541.1962890625"
"808","","","","","","","","","","","","","316734","316734","316734","813.623046875","813.623046875","813.623046875","","","","","","","","","","","","","316734","316734","316734","569.013671875","569.013671875","569.013671875"
"809","","","","","","","","","","","","","317126","317126","317126","796.2939453125","796.2939453125","796.2939453125","","","","","","","","","","","","","317126","317126","317126","564.4130859375","564.4130859375","564.4130859375"
"810","","","","","","","","","","","","","317518","317518","317518","856.6630859375","856.6630859375","856.6630859375","","","","","","","","","","","","","317518","317518","317518","607.724609375","607.724609375","607.724609375"
"811","","","","","","","","","","","","","317910","317910","317910","812.5302734375","812.5302734375","812.5302734375","","","","","","","","","","","","","317910","317910","317910","571.1328125","571.1328125","571.1328125"
